3.4847e+05,3.4876e+05,3.4513e+05,3.4444e+05,3.4284e+05,3.4124e+05,3.393e+05,3.3662e+05,3.3475e+05,3.3081e+05,3.325e+05,3.2775e+05,3.2462e+05,3.2157e+05,3.2189e+05,3.1923e+05,3.1883e+05,3.1747e+05,3.186e+05,3.1343e+05,3.1146e+05,3.1012e+05,3.0708e+05,3.0438e+05,3.0216e+05,2.9838e+05,2.9329e+05,2.69e+05,2.8426e+05,2.6222e+05,2.475e+05,2.4734e+05,2.4207e+05,2.3145e+05,1.9474e+05,1.8571e+05,1.9569e+05,1.7706e+05,1.9684e+05,1.594e+05,1.4891e+05,1.3598e+05,1.3378e+05,1.2765e+05,1.25e+05,1.0062e+05,99346,1.1039e+05,97795,1.0035e+05,1.2493e+05,85306,92484,77445,83097,82955,72152,78698,65513,71735,87160,74633,58019,61358,83094,56774,55040,49386,44106,72403,42812,39993,39074,37745,39425,31946,37009,37251,32777,35011,29338,28730,28148,61174,27182,24485,24023,22017,22095,27889,21296,20524,19238,20082,18752,22215,18460,18246,27631,22280,16288,16472,15338,14783,17324,17502,13802,24955,12727,13962,15980,12687,13851,11091,13286,11724,12878,10453,9663.5,9617.7,10873,8051.8,9946,9296.8,23637,46525,13272,9661.1,13115,13607,9631.3,12534,10148,11163,9202.9,7444.5,6578.1,6885,7279.7,6554.3,10141,5478,8023.9,4632.1,5618.4,4742.9,5261.2,5580.9,3560.5,5063.4,3834.3,4353.5,3643,3729.7,4652.4,3114.7,2873.9,3447.4,3139.1,2929.1,2459.4,2287.2,2204.6,2304.2,2425.1,1925.3,2164.3,1793.9,2174.4,1707.6,1699.4,1642.2,1422.3,1496.7,1379.1,1191.3,1164.9,1450,1342.4,1426.1,1221.5,1235.1,1223.5,1447.4,2336,1672,1525.1,1480.1,1546.3,2006.3,1357.6,1445.6,1978.1,1358.4,1165.4,1510.5,976.8,990.75,845.4,740.87,837.81,898.78,856.58,894.54,878.2,696.49,1036.9,834.14,839.34,907.4,833.09,800.16,895.91,1112.9,1259,921.64,947.82,818.17,775.9,1141.1,863.82,676.54,1001.6,3595.3,6584.5,2832.1,956.84,2595.5,1505.9,900.49,2351.5,1012.9,1011.7,1121.7,1216.3,1474.2,2394.4,1317.1,1431.7,1258.4,1405.6,4077.3,2800.6,2357.2,3187,4408.9,4343.5,2389.1,2613.4,2395,4748.6,2698.7,3504.2,2236.8,2655.6,2533.2,2187,1790.2,1537,1335.5,1773,1337.7,1143.3,1604.2,1307.9,2223.1,2438.2,1339.6,1750.7,1126.8,1204.1,1436.6,1247.1,951.34,996.97,882.21,1288.9,942.33,887.28,909.04,779.83,888.81,980.98,1111.5,737.9,845.52
5.2362e+05,4.2343e+05,4.1828e+05,4.1747e+05,4.1805e+05,4.1471e+05,4.106e+05,4.0572e+05,4.0504e+05,4.0085e+05,3.9339e+05,3.9309e+05,3.8828e+05,3.8474e+05,3.7789e+05,3.7199e+05,3.5664e+05,3.5431e+05,3.3324e+05,3.1568e+05,2.8944e+05,2.8074e+05,2.8105e+05,2.548e+05,2.4066e+05,2.3985e+05,1.9295e+05,2.0153e+05,2.6236e+05,1.8503e+05,1.6911e+05,1.564e+05,1.5129e+05,1.3966e+05,1.4055e+05,1.2426e+05,1.4114e+05,1.2004e+05,1.0102e+05,86205,86432,80179,65870,1.1689e+05,73602,96893,46705,44841,41368,74878,50951,72131,63704,38725,34344,35310,34005,36099,45448,38891,27168,31358,40071,25314,31405,27537,25881,23143,25806,23358,22995,20507,22792,19856,19319,17410,20372,19356,16970,17915,13805,13910,13729,12671,13376,11160,11247,10683,10383,11434,10899,9899.8,10163,10363,13673,14429,9933.4,9680.7,10541,9606,9644.3,8929.2,9463.9,8874.8,8195.2,8518,9043.3,8505.3,8296,8217.5,8263.9,7848.7,7841.8,7600.5,7991.7,7199.9,8255,7486.4,6900.6,7830,7100.2,7251.3,6857.9,7274.5,6410.5,6940.6,6287.9,5998,6164.8,5940.6,5310.1,4994.1,4656,4225.2,3574.1,3524.7,2956.6,3033.5,2810.9,2707,2300.5,2217.4,1974.3,2207.9,1762.2,3208.2,2047.6,1984.4,1819,1611.1,1650.3,1547.4,1659.8,1623.5,1437.2,2104,1722,1395.4,1685.5,1430.5,1576.9,1220,3242.7,1286.7,1225.2,1805.8,1562.1,1400.5,1185.6,1142.7,1360.1,1106.3,1265.6,1076.2,1011.7,1065.7,1191.2,1023.2,1073.9,1061.1,1066.8,1021.1,1068.3,1020.4,1040.3,981.75,883.21,954.94,946.98,878.27,792.16,870.12,863.05,987.55,830.35,760.86,767.69,842.71,860.25,727.87,743.48,724.77,721.75,655.9,743.13,710.36,673.6,792.06,780.72,669.39,727.65,718.39,633.84,656.69,599.75,578.78,654.78,564.3,539.29,551.79,610.07,555.13,625.11,831.96,713.9,640.33,541.83,734.61,626.41,485.89,674.57,585.79,495.83,604.76,413.26,577.63,601,559.64,533.2,547.33,562.07,529.86,651.89,496.42,493.28,490.52,535.26,500.6,439.52,499.18,485.71,510.63,428.78,499.32,508.54,470.61,567.66,550.97,494.87,489.42,496.07,488.92,430.73,446.5,385.93,433.17,492.13,448.79,377.82,367.14,391.4,452.27,399.87,410.92,430.37,411.24,480.4,485.85,436.47,426.79,507.99,385.47,423.11,428.67,371.72,418.33
4.7317e+05,3.8858e+05,3.8673e+05,3.8219e+05,3.8047e+05,3.8198e+05,3.7716e+05,3.7426e+05,3.7091e+05,3.7033e+05,3.6717e+05,3.6682e+05,3.5151e+05,3.5286e+05,3.4508e+05,3.3312e+05,3.2073e+05,3.1954e+05,2.8012e+05,2.7452e+05,2.3767e+05,2.2765e+05,2.1583e+05,1.9871e+05,1.7683e+05,1.449e+05,1.1662e+05,1.3132e+05,90975,1.1524e+05,1.0841e+05,96624,81114,68282,70413,55829,51149,55892,51908,55962,56515,44379,48146,35113,39501,40051,30821,31908,33374,26181,27045,24769,22265,23926,20458,20435,22807,21095,27191,19984,17889,24507,24903,15553,14855,20159,13493,14403,12109,11431,10345,13038,9584.6,9248.5,8004.2,7103.5,7369,7658.2,7191.2,4821.7,6201.6,14347,7367,4959.4,13607,5631.5,7697.8,6101.1,10978,10580,7319.4,6275.8,4455.3,4546.5,4750,3667.9,4559.4,5144.1,3501.7,3642.9,3201.5,5807.8,4171.3,4222.6,4457.4,3533.7,3703.9,5447.6,3535.9,4251.7,3373.5,2847.6,5116.2,3323.8,5546.5,2682.6,3483.6,2376.8,3423.6,2075.3,2335,7089.9,2180.6,9492.8,7441.7,2397.6,5609,3858,2728.7,2719.1,3659.9,3001.2,2061.8,1843.6,2189.5,1760.5,1461.8,1760.6,1405.3,2511.7,1469.9,1316.4,1345.7,1330,1210,1061,1023.5,1034,1093,1058.9,1119.3,947.64,1037.9,911.21,918.79,916.68,782.35,1734.1,911.05,768.82,893.86,1168.8,1397.8,1115.1,5123.8,1087,1337.8,1906.8,1585.1,1112.1,2683.8,1163.2,1020.2,988.25,1089.5,1230.6,1037.5,1676.9,4206.9,1097.6,1687.8,940.66,1224.3,1239.2,939.13,1032.8,1676.8,1039.9,717.98,853.45,700.02,977.69,1052.7,870.2,753.05,752.82,781.05,641.43,669.84,776.21,792.69,635.57,659.58,655.08,622.8,670.85,632.99,597.58,492.75,571.26,561.29,637.19,457.75,494.14,564.07,517.54,460.25,492.83,484.31,443.18,422.91,450.69,430.34,424.45,355.51,473.46,449.14,498.4,405.88,413.33,519.59,480.48,455.99,391.6,451.92,483.86,516.12,534.2,423.15,444.91,395.94,454.34,468.35,429.06,517.9,493.65,335.77,468.18,379.56,458.41,464.12,503.44,409.07,386.43,317.42,415.63,443.57,439.84,515.68,460.78,384.4,439.81,462.51,430.35,434.84,482.71,319.41,393.82,446.59,398.71,427.78,463.27,448.49,473.34,450.48,470.49,398.03,385.45,410.79,435.8,349.85,416.16,362.08,373.32,366.6,412.82
4.5846e+05,3.8363e+05,3.7863e+05,3.7818e+05,3.7975e+05,3.7556e+05,3.7437e+05,3.7386e+05,3.6901e+05,3.6607e+05,3.6776e+05,3.5766e+05,3.5805e+05,3.501e+05,3.4939e+05,3.3717e+05,3.341e+05,3.306e+05,3.2136e+05,3.2758e+05,3.0183e+05,2.9959e+05,2.8686e+05,2.8496e+05,2.783e+05,2.7839e+05,2.6589e+05,2.5458e+05,2.5655e+05,2.4735e+05,2.3803e+05,2.5289e+05,2.1994e+05,2.001e+05,2.0344e+05,2.1445e+05,2.0529e+05,1.7394e+05,1.9187e+05,1.4265e+05,1.5514e+05,2.0885e+05,2.81e+05,1.0519e+05,82119,1.0041e+05,72961,60421,56353,1.5632e+05,58877,47241,69178,1.5209e+05,1.3401e+05,41354,44875,56310,34648,34475,36661,64133,29974,36808,24328,33447,23272,41309,23512,68588,30492,26639,43397,26369,20832,21300,18863,17974,30234,14724,28833,15898,13237,11650,14237,14968,13001,11022,13995,10359,12734,10431,10086,11320,9145.8,9811.9,8304.2,10422,11070,9983.4,10903,7984.2,8883.8,7921.4,7929.9,7545.5,7245.1,6829.1,6553.8,6208.7,6162.8,5633.3,5883,5525.1,5509.9,5190.9,5181.4,5815.5,5241,4756.5,4813.5,4546.8,4693,4543.9,4334.2,4171,4452.2,4470.3,3773.1,4178.5,3898.2,3596.6,3364.4,3221.1,4394.6,3165.5,3365.8,3124,2992.4,2625.2,2713.5,2331.2,2227.8,3663.1,2234.4,2277.8,2049.5,1793,2517,1865.7,1985.8,1609.1,1731.1,1880.6,1395.7,1451.2,1670.7,1303.8,1388.8,1721.6,1425.8,1286.3,1186.6,1478.6,1200.5,1384.8,1152.3,992.23,1129.6,988.01,1144.7,1094.3,1046.4,1036.5,1013.7,888.47,833.87,785.98,847.33,812.71,744.43,837.7,975.33,783.15,764.91,671.9,794.64,757.98,723.73,675.36,610.29,732.97,853,910.44,632.17,594.18,582.12,1183,560.42,771.16,623.44,1443.5,727.48,1035.8,810.07,619.81,627.35,406.54,479.68,552.87,661.09,617.52,464.5,491.12,540.91,520.56,496.16,619.04,566.31,485.09,366.18,542.99,567.52,563.72,598.9,489.02,588.36,509.37,546.29,509,635,517.08,518.41,486.12,516.23,398.19,447.29,462.52,536.94,529.5,493.5,506.13,554.2,510.81,502.04,539.74,560.26,539.03,446.97,899.22,497.34,491.91,514.47,574.83,697.09,678.75,519.3,1209.5,754.18,642.34,787.73,836.6,595.99,555.89,966.04,713.33,722.79,863.45,698.53,559.75,590.04,692.85,1093.6,636.3,900.69,1178,817.98,634.8,757.91,659.5,700.22,577.21,509.37,740.36,1074.2,703.2
4.4979e+05,4.4956e+05,4.4614e+05,4.4297e+05,4.3956e+05,4.415e+05,4.2959e+05,4.3113e+05,4.2608e+05,4.1638e+05,4.2328e+05,4.1198e+05,4.0925e+05,3.9292e+05,3.5329e+05,3.9474e+05,3.5274e+05,3.3517e+05,3.2799e+05,3.0744e+05,2.9779e+05,2.6267e+05,2.4353e+05,2.2842e+05,2.2108e+05,2.0578e+05,2.0207e+05,2.0019e+05,1.9247e+05,1.9156e+05,1.6186e+05,1.7147e+05,1.4098e+05,1.889e+05,1.7019e+05,1.5032e+05,1.112e+05,1.2124e+05,1.1429e+05,1.4311e+05,1.0956e+05,94123,83822,96328,1.2203e+05,1.4754e+05,2.5297e+05,98034,96671,82588,68441,77151,72728,2.1775e+05,46790,71154,50118,46023,1.2604e+05,44182,1.0209e+05,51011,41879,40791,41531,43415,55004,1.0315e+05,36037,40241,38852,25501,33782,31238,37099,25527,31393,21525,23034,20279,30685,24370,17023,29562,30706,31163,53450,14959,21096,20961,21516,51442,15416,19286,22943,48890,21643,34726,73826,36190,26486,58766,36714,48463,31482,29843,29836,29073,24241,22915,40909,22482,28159,29906,33140,15791,16744,17029,19303,21182,13931,18514,24210,12399,14272,19885,14402,11321,9809.5,11494,11048,8371.6,9433.5,6946.6,7796.7,7358.8,8195.2,6341,5325.8,5523.3,5608.4,5447.3,4830.3,4793.7,9006.7,7278.1,5966.6,4569.1,4247.2,9053,6842.4,4652.7,4596.4,5312.1,3760,3258.1,3676.8,3625,3594.3,2709.8,2946.1,3456,3404,2670.4,2455.6,2678.5,2393.5,2925.8,2497.8,2402.3,1832.4,3075.4,2148.8,2050.7,1710.4,1486.1,1639.3,1671.2,1574.1,1381.6,1173.2,1154.1,1253.1,1120.4,1188.2,1070.3,1177.2,990.45,1424.1,1044.6,981.15,950.31,917.76,886.92,879.44,1014.5,1012.1,830.94,760.15,685.12,666.85,686.76,742.7,724.87,1173.8,687.96,733.87,866,708.12,802.88,621.52,785,542.39,633.38,574.36,536.63,818.91,1124.1,1023.2,785.8,1920.5,706.44,743.19,767.66,596.34,887.18,613.85,691.23,539.89,622.6,603.84,682.02,724.62,694.7,555.52,727.57,666.69,733.77,1108.2,611.04,704.59,492.89,569.9,556.52,559.85,678.09,698.68,646.49,554.79,565.11,623.71,685,728.71,494.72,605.69,716.5,698.56,450.99,487.91,531.39,532.8,766.54,544.66,896.95,553.31,547.87,656.63,775.83,649.56,800.68,579.4,582.95,561.44,497.92,545,759.97,470.24,599.59,544.82,459.51,554.71,510.96,452.73,386.44,448.84,486.5
4.9346e+05,3.6779e+05,3.6884e+05,3.6626e+05,3.6412e+05,3.6375e+05,3.6071e+05,3.5843e+05,3.5655e+05,3.5694e+05,3.5222e+05,3.5066e+05,3.5129e+05,3.4851e+05,3.4427e+05,3.4306e+05,3.286e+05,3.1956e+05,2.9981e+05,2.9323e+05,2.9177e+05,2.8371e+05,2.8273e+05,2.7886e+05,2.737e+05,2.6314e+05,2.5573e+05,2.5201e+05,2.3852e+05,2.2522e+05,2.2013e+05,2.1171e+05,2.0574e+05,1.8879e+05,1.8337e+05,1.7816e+05,1.803e+05,1.6437e+05,1.6563e+05,1.5153e+05,1.4279e+05,1.3797e+05,1.3435e+05,1.2976e+05,1.2654e+05,1.1852e+05,1.2421e+05,1.1852e+05,1.0968e+05,92644,98102,94153,94804,84661,80707,75089,85803,92632,78900,77063,62101,59616,53820,57045,52888,64034,1.0415e+05,54053,46788,45012,43226,40760,39943,40027,38112,39333,38209,36961,34229,32339,30084,37389,28781,26898,26840,26078,29218,20821,29630,20435,18398,18118,17087,18529,15685,16383,15721,14276,16814,15093,14453,12881,11361,11662,12184,10402,10244,11280,10122,9621.5,10363,10125,9554.4,9045.2,8978.4,7976.5,7958,8254.9,7436.7,6564.1,7492.8,9552.5,5666.2,7519.1,7581,6153.4,8645.9,6820,6434.3,7082.8,5657.5,12280,5463,6346.8,12341,6557.3,6592.5,6906,10477,4934.1,5605.8,4518,4540.7,3279.6,4182,3525.7,3917.8,6026.4,4360.3,4272,3784.5,4196.8,3223.3,3769.2,2714.5,2156.2,2695.4,3129.3,2720.5,6212.3,2963.4,4030,3212.6,2904.4,2210.9,2237.7,2494.8,1955.4,1603.5,2023.2,1682.8,1795.5,1990.7,1253.2,1505,1445.5,1441.4,1556.1,1268.5,3415.9,3671.1,2943.6,2465.5,3237.4,1649.5,3639.2,3463.1,3245.6,1454,1729.4,1413.6,1247.2,1098.7,1252.7,1870.7,1509.9,1376.8,1308.6,2121.3,1318,2741.8,1662.1,1505.9,1966.3,3531.8,2963.8,1654.9,1569.3,1106.5,1490.4,1360.5,913.29,1233,1073.7,1416.1,1091.1,1252.3,2363.2,1582.2,929.13,843.76,921.13,886.12,865.12,675.45,755.37,770.32,678.48,762.29,686.33,650.66,725.85,727.11,639.15,650.39,647.52,602.91,642.39,669.62,549.47,594.71,639.5,574.61,539.37,652.79,725.93,641.02,724.57,699.21,842.28,500.83,421.08,521.05,491.08,443.01,477.3,427.27,521.04,411.09,470.09,456.94,451.57,363.7,414.59,453.66,410.94,479.45,413.89,463.17,422.03,394.46,438.29,360.2,364.41,385.37,345.2,407.44,315.81,321.07,344.65,299.27,426.75,332.63,352.07,366.33,390.18
4.5361e+05,4.1464e+05,4.138e+05,4.0853e+05,4.0715e+05,4.0409e+05,4.0134e+05,3.9936e+05,3.9912e+05,3.9189e+05,3.7541e+05,3.3921e+05,3.3062e+05,3.5589e+05,3.1653e+05,2.7612e+05,2.9313e+05,2.7437e+05,2.2988e+05,2.4357e+05,1.9981e+05,2.1462e+05,1.9575e+05,1.7656e+05,1.6773e+05,1.5247e+05,1.7357e+05,1.9693e+05,1.5673e+05,1.5143e+05,1.6051e+05,2.1904e+05,1.1518e+05,1.1944e+05,96562,97342,81222,99431,75300,68893,1.5397e+05,54649,62685,51380,51106,48670,39384,45381,35808,41827,33560,33160,34841,34601,33476,28780,25363,23958,18358,20469,18391,25511,19068,22355,26453,21442,48780,23219,21840,54272,17144,22992,23680,25533,18065,16270,9484.2,15624,11917,7611.3,8629.5,13093,8047.6,8455.5,12681,6709.2,6752.1,5178.9,6828.1,5591.6,4315.5,7523.5,5161.6,5746.3,4413.2,4477.9,3703.3,3571.4,3652,3579.9,4361.6,3923.6,5157.5,3687.1,10515,3499.4,3066.5,1973.1,6684.3,2667.2,2481.9,2398.3,2262.5,2078.3,2754.8,3761.8,2957.9,3034.4,2889,4894.5,3188.8,2221.1,16305,2954.6,2991.3,13022,4941.8,3201.2,2082.5,2943.6,2558.1,1890.8,2113.5,2766.6,2264.3,4329.8,1739.6,2994.5,4450,4388.1,5795.1,5191.3,2582.9,3393.1,2520.2,3895.7,3166.9,2558.1,3007.7,2806.3,2426.5,2574.4,2709.3,2279.1,3823.3,6915.3,3738.4,2328.7,1811.4,1510.3,1694,1619.8,4504.1,3265.6,2085.4,2123.4,1563.5,1663.1,2454.7,1418.4,1232.2,1266.5,1583.9,1744.9,1596.2,1699.6,1376.7,2224.8,2217.7,1879.8,2309.6,2723.9,2751.9,1612,1474,3248.6,3040,5247,1638.5,1343.1,1698.3,1300.6,1809.6,1243.7,1352.2,2971.3,1132.4,1034.1,1315.8,1126.9,948.21,817.71,1042.4,751.7,884.79,885.41,865.89,720.59,711.06,742.12,746.77,719.58,612.96,704.48,600.76,634.62,673.7,575.67,637.29,633.18,611.31,676.33,608.49,659.62,634.41,626.83,564.12,784.54,707.11,592.69,654.87,583.87,799.32,457.25,540.56,816.32,550.88,644.06,534.14,644.69,571.07,716.87,586.47,742.08,547.75,682.35,568.03,665.46,577.2,582.45,823.26,531.66,548.02,590.89,606.75,678.92,555.8,747.01,682.12,682.07,713.06,651.43,564.44,739.61,569.33,589.85,782.5,791.19,539.9,551.1,543.85,602.75,559.44,529.61,543.72,515.01,539.79,503.02,559.61,462.88,502.78,513.95,402.52,401.72,552.73,516.96
6.3746e+05,3.9001e+05,3.8786e+05,3.8523e+05,3.84e+05,3.7794e+05,3.7331e+05,3.7725e+05,3.7381e+05,3.6287e+05,3.6674e+05,3.6395e+05,3.2953e+05,3.0416e+05,2.8423e+05,3.0508e+05,2.6088e+05,2.5048e+05,2.4244e+05,2.2375e+05,2.1644e+05,2.1195e+05,1.9308e+05,2.2907e+05,2.1144e+05,1.6733e+05,1.6864e+05,1.4637e+05,1.3559e+05,1.3394e+05,1.2162e+05,1.0655e+05,1.1248e+05,96618,94809,98937,80231,84825,75027,66375,72808,64304,60208,56630,58415,60393,56601,57155,49660,44662,44319,44763,41309,43869,40946,35769,35300,31822,33628,32595,26070,25812,24801,25007,25037,23498,21086,21961,19766,19852,19532,19250,18604,18802,18304,18170,18309,18330,17298,19028,16801,21568,15474,15232,15372,14425,16219,14254,13923,14292,13152,12726,1.1437e+05,12803,14783,12466,12178,11708,11517,12536,13500,10948,11163,10803,10968,11078,15338,10885,11275,10624,11221,10699,10535,10513,10754,10002,9288.6,8803.5,9730.9,8742,8707.7,8575.1,8197.3,7858.6,8229.9,7246.8,6576.6,5833.2,6377.1,5237.9,4729,4455.5,4437.3,3829.5,3654.3,3179,2941.9,2692.3,2348.6,2396.7,3777.3,2039.5,2046,2245.5,2218.3,1741.2,4987.9,1830.9,1938.6,1468.5,1629.4,1585.9,1681.9,1238.9,1304.1,1124.5,1254.2,1297.7,1215.7,1017.8,1152.2,1140.9,945.04,1051.7,880.43,882.99,988.62,855.09,900.12,907.48,1033,879.82,772.58,676.7,828.94,776.22,1685.9,890.37,703.02,1016.1,781.18,952.17,690.24,834.09,717.72,740.11,661.69,650.76,511.7,563.02,584.34,565.91,672.48,465.06,576.59,561.1,602.02,614.23,650.09,491.91,758.59,531.32,555.26,575.98,609.64,687.69,537.59,594.65,530.21,509.93,555.91,542.4,610.91,465.59,520.41,466.73,560.73,527.43,621.82,524.53,511.83,529.96,591.25,591.17,542.34,620.33,492.76,551.08,502.23,582.7,430.12,547.51,535.02,446.89,649.64,493.78,641.45,538.17,535.47,581.42,531.73,476.12,564.67,649.48,593.15,546.08,571.61,579.98,522.9,543.85,544.74,594.57,547.08,552.05,506.23,474.78,456.06,530.72,457.86,497.38,517.47,502.08,460.32,460.72,488.09,508.55,491.65,495.28,514.03,646.19,442.78,515.45,430.94,511.23,467,428.42,472.54,435.17,443.59,534.87,438.74,457.29,459.24,577.38,575.06,442.96
5.7616e+05,3.5015e+05,3.4757e+05,3.472e+05,3.4434e+05,3.452e+05,3.4055e+05,3.349e+05,3.3601e+05,3.267e+05,3.2493e+05,3.1988e+05,3.1746e+05,3.1095e+05,2.9828e+05,2.9515e+05,2.8691e+05,2.9452e+05,2.7085e+05,2.6265e+05,2.6355e+05,2.63e+05,2.3945e+05,2.3476e+05,2.3255e+05,2.2446e+05,2.2586e+05,2.1953e+05,2.0974e+05,2.0661e+05,1.8995e+05,1.9489e+05,1.7571e+05,1.702e+05,1.6693e+05,1.6584e+05,1.6481e+05,1.29e+05,1.3345e+05,1.2467e+05,1.233e+05,1.1278e+05,1.1737e+05,1.2333e+05,91047,90206,83844,77839,72894,70423,65484,71680,70399,67779,53489,51094,50833,49648,50074,42783,51156,45680,37705,31055,36294,33517,24397,34011,34477,33503,21482,21514,19929,17598,17213,19986,17201,14585,16627,17138,13508,13765,18454,11449,12769,13626,11355,9919.1,13633,16707,8897.8,12067,8027.9,9584.8,8050.6,7175.6,5657.7,8680.4,5180.4,5787.2,6094.7,5486.9,4742.8,4319,5208.9,4066.1,4650.9,4303,3795.4,3239.3,2934.9,3113.7,2731.4,3284.3,3185.6,2512.5,2617.8,2456.1,3475.1,2442.9,3004.8,2580.3,2277.8,2863.6,2243.1,2268.7,1997.4,1915,2025.2,1934.3,1960.6,1792.4,2092.4,1688.6,1917.9,2173.1,2558.8,2554.9,1664.8,1814.3,2057.7,1457.6,1806,1382.1,1515.5,1344.7,1816.9,1294.8,1110.2,1197.5,1253.1,1289.2,1278.1,1387.3,1250.8,1250.8,1205.5,1530,1336.9,1425.5,1203,1486.5,1146.4,3379.2,1245.7,1216,1228.6,1360,1152.2,1142.5,1011.9,1066.1,951.44,966.49,989.84,927.56,1055.3,926.68,893.25,882.89,1037.6,913.43,1191,1034.6,956.21,1048.3,1022.7,965.54,1002.8,1060.6,1092.6,881.93,1140.3,1091.1,1198.3,1071.5,1023.1,1084.9,1060.8,860.25,972.69,1550.9,836.82,864.06,801.24,834.66,882.77,871.65,852.21,825.59,780.45,1074.4,848.66,850.5,895.37,772.66,801.65,2062.6,845.9,956.04,1067.2,879.35,823.35,846.84,997.82,740.61,918.27,737.52,791.77,789.4,673.06,943.64,793.91,723.77,731.98,789.02,697.23,735.97,866.62,918.95,692.07,658.74,720.02,831,693.93,710.25,732.58,968.2,649.16,783.99,718.5,696.9,871.56,921.54,1007.5,659.55,612,612.77,660.97,639.86,573.3,580.91,552.17,538.14,536.21,464.63,561.44,497.69,475.14,616.06,571.85,455.99,488.18,518.17,581.45,535.72,464.03,515.73,580.65,515.16,535.59,601.45,563.19,573.23,502.99,432.74
5.3266e+05,4.2406e+05,4.2388e+05,4.2107e+05,4.1948e+05,4.1387e+05,4.0605e+05,4.0578e+05,3.852e+05,3.3678e+05,3.5927e+05,3.2299e+05,3.1113e+05,3.0255e+05,3.0238e+05,2.9203e+05,2.8866e+05,2.8341e+05,2.8339e+05,2.7835e+05,2.6419e+05,2.6786e+05,2.595e+05,2.5842e+05,2.5009e+05,2.5129e+05,2.5037e+05,2.3869e+05,2.3795e+05,2.2509e+05,2.2652e+05,2.189e+05,2.3819e+05,2.054e+05,1.9774e+05,1.9957e+05,2.5298e+05,1.9035e+05,1.9823e+05,1.6213e+05,1.7061e+05,1.591e+05,1.2823e+05,1.3177e+05,1.2511e+05,1.0273e+05,1.5777e+05,1.0679e+05,93945,88198,80994,86009,67244,61812,50124,50586,63122,38636,42405,50560,54088,37674,44363,32161,33625,47862,39622,40524,41317,41904,32436,29982,26245,27671,30096,31638,22936,24650,19707,21295,19263,21006,26055,16751,16436,14656,16560,11427,35857,11189,12944,12027,16579,27181,9722.6,9100.7,22112,9871.4,9821.4,9549.5,9246.9,13672,12132,10244,7985.2,8186.4,7370.1,7708.6,9484.8,7187,6437.5,9727.3,6870.4,5663.2,5381,5382.7,5470.7,5407.7,6477.4,4516.1,4865.1,4096,4219.3,3847.3,3975.1,3943.2,3017.1,3575.3,3523.9,6005.1,3017.1,3208.9,4050.4,5464.1,2774.3,7070.8,4876.7,2251.5,2020.9,1494.8,1882.7,5364.7,2195.1,1991,2155.6,3805.7,2253.1,1771.9,21491,1806.9,1229.9,1349.8,1418.2,1392.9,1988.3,1804.1,2066,1347.6,1659.7,1727.2,1746.1,1221.7,1508.4,1328.7,1651.5,5158.9,1612.3,1548.9,1134,857.85,867.74,1036.2,1447.1,1165.3,865.44,949.44,825.32,799.58,896.79,804.08,925.49,984.33,929.74,648.62,716.53,698.92,768.7,601.63,701.99,711.85,646.76,688.42,626.19,707.74,635.85,646.38,757.21,646.86,608.9,610.01,617.67,663.54,620.34,620.8,714.36,643.54,659.71,649.64,687.82,800.56,659.97,1753.8,847.25,758.61,615.54,645.51,629.91,579.68,549.93,795.37,628.06,2058.2,761.64,776.67,600.82,653.24,748.49,761.7,640.2,808.88,816.62,538.24,502.31,727.02,632.46,696.19,639.75,910.35,584.18,688.53,624.27,659.41,640.85,569.42,567.75,608.45,648.4,618.73,578.62,549.02,535.65,558.4,501.75,548.45,568.47,662.03,567.86,555.06,471.79,554.29,543.7,482.11,436.23,429.25,548.31,480.02,557.69,493.08,516.4,475.92,505.16,595.27,524.44,582.37,559.93,537.51,428.17,550.36,502.72,596.47,561.73,660.8,481.65,510.74,448.52,495.15
