63.736,64.301,63.363,62.596,64.044,63.357,64.109,62.425,63.651,64.637,60.565,61.245,63.769,62.497,64.643,61.706,63.612,62.492,64.022,62.02,65.159,62.182,63.531,62.063,64.161,65.073,62.121,63.026,65.021,62.796
61.627,64.211,59.432,61.546,65.539,63.95,63.909,62.22,63.928,64.562,63.55,63.306,63.791,62.788,63.718,61.037,64.633,61.836,63.878,61.958,63.461,61.938,65.131,62.576,65.022,60.991,61.179,63.406,62.466,63.489
63.484,65.204,65.355,59.188,65.272,65.016,60.908,62.02,61.558,63.03,65.522,60.432,64.128,61.122,63.63,62.61,65.524,61.589,63.797,63.476,62.819,64.917,60.906,63.886,61.238,61.976,62.319,65.118,63.675,60.958
64.447,63.998,63.347,64.27,63.729,62.547,61.538,59.898,64.874,60.706,60.317,61.753,63.19,63.033,60.929,64.257,62.694,60.778,63.465,59.838,63.521,61.66,62.439,62.009,63.626,66.636,67.14,61.403,60.499,59.363
60.349,62.313,62.221,60.17,60.808,62.533,61.772,64.012,64.548,61.738,61.738,63.882,61.484,66.387,59.11,66.286,62.795,59.899,65.337,62.534,61.484,62.91,63.435,66.154,65.784,63.609,63.597,59.215,55.285,73.496
62.991,65.729,61.116,61.441,65.562,63.759,64.753,65.503,63.233,61.315,58.888,63.905,64.483,62.553,63.067,62.624,64.241,65.818,61.549,62.595,63.679,60.729,60.786,65.222,63.273,62.408,64.282,59.554,61.918,64.367
61.636,62.93,64.726,62.127,62.683,61.918,63.206,63.99,64.018,61.142,65.314,62.92,62.331,60.48,66.033,62.189,61.732,62.686,64.162,62.897,60.568,64.224,62.677,61.558,63.537,61.505,62.608,63.133,62.863,63.798
56.056,62.749,60.023,60.426,60.577,60.139,58.453,66.833,62.37,57.816,66.065,65.659,61.561,58.31,66.715,66.504,61.723,63.179,63.022,57.86,61.125,63.505,66.504,62.316,60.626,63.129,63.529,61.557,67.725,62.21
63.875,61.608,60.872,61.893,62.904,62.518,61.433,60.451,62.032,63.756,63.332,62.597,57.949,64.829,61.422,63.274,63.59,61.519,59.801,60.675,60.993,61.907,61.883,65.296,61.721,62.14,59.653,63.095,63.435,60.969
64.338,63.051,60.109,62.608,63.105,62.684,62.22,58.992,62.818,60.605,63.302,64.985,60.812,60.931,62.194,64.512,62.265,60.632,62.79,63.131,63.634,60.901,61.12,65.722,56.69,61.62,63.595,65.693,62.49,61.781
64.194,62.03,63.478,62.465,62.916,64.223,62.661,62.866,60.33,64.721,61.619,62.497,61.277,63.19,64.598,63.767,63.744,65.261,61.251,63.015,61.955,63.057,63.752,63.577,60.413,66.409,62.242,64.626,63.603,58.464
59.422,61.113,61.945,63.408,63.308,64.748,64.396,58.271,64.057,63.717,62.642,63.725,59.188,61.352,62.613,61.32,64.709,60.105,65.458,61.688,63.89,59.847,61.111,63.522,60.367,57.206,60.619,62.42,66.812,62.391
46.625,63.321,60.189,62.213,72.199,63.288,71.703,62.126,52.218,63.696,55.116,60.072,52.477,52.989,67.388,69.009,63.141,54.268,51.094,59.131,65.993,75.576,76.724,48.251,77.768,60.978,51.715,58.559,75.81,72.899
63.094,65.537,64.096,63.921,61.121,61.094,61.626,61.939,64.366,63.4,62.386,64.033,63.506,61.249,64.081,60.786,61.425,62.337,59.64,62.813,64.03,61.557,63.247,63.161,63.063,60.327,60.28,62.191,65.951,59.215
62.925,59.857,62.108,63.754,64.255,64.784,63.448,63.873,62.53,60.022,63.965,62.198,63.711,63.706,61.516,60.575,62.907,61.552,63.448,64.111,61.846,63.697,63.311,63.361,62.261,63.209,64.708,64.037,60.219,62.467
64.378,61.435,62.068,62.741,63.734,62.004,62.059,62.083,64.056,62.23,63.307,63.484,64.077,62.687,63.638,62.824,62.173,62.684,63.26,63,62.629,64.092,62.363,63.188,61.864,62.417,64.095,64.258,61.514,62.41
61.002,62.405,66.548,60.611,64.425,61.684,62.485,67.607,61.214,60.985,65.421,61.447,57.262,61.727,64.588,64.061,65.368,51.474,64.821,57.997,59.209,60.02,61.834,63.606,64.349,61.064,59.223,62.017,60.716,66.376
64.886,61.444,63.054,65.432,62.793,63.26,62.816,57.805,61.288,63.575,61.071,60.213,61.937,61.249,63.02,59.381,65.339,65.798,61.674,65.056,62.512,59.967,61.014,65.174,58.571,60.14,60.059,64.547,61.959,51.042
63.322,63.408,61.477,60.906,63.778,63.346,64.056,66.017,64.64,63.067,60.551,62.885,62.488,63.962,61.677,63.814,63.008,61.293,62.351,64.84,63.405,61.106,60.647,63.06,62.57,65.354,61.929,62.149,59.437,66.708
62.079,61.206,64.004,65.105,61.934,61.924,65.3,61.649,63.94,60.745,62.05,62.447,62.853,60.892,63.706,62.133,61.03,62.939,62.555,61.772,60.399,62.083,61.715,62.787,62.415,60.634,63.949,61.076,63.736,63.539
