30.034,29.391,24.822,23.869,22.738,18.939,17.539,17.548,12.664,12.063,9.1925,7.294,6.5458,4.1922,2.1762,1.6354,2.3956,5.4097,6.7554,7.881,11.644,13.571,15.99,16.622,18.659,23.296,24.424,25.401,27.471,29.279
29.142,27.795,25.937,25.125,21.642,19.386,16.539,15.27,12.131,11.788,10.199,6.158,4.1179,3.1141,1.0556,1.3015,2.7347,4.67,6.5854,7.835,10.81,13.787,14.025,17.164,18.829,19.659,22.58,26.705,30.163,28.287
31.405,27.663,27.148,23.801,22.476,18.971,17.321,15.258,13.28,11.659,9.147,5.8432,6.5373,2.407,3.5255,0.57382,2.262,6.7568,5.2674,9.8,11.875,15.193,17.024,18.568,21.166,21.002,24.389,25.388,28.096,31.055
29.96,28.077,25.853,23.753,21.784,19.722,17.584,15.423,13.446,11.407,9.1436,7.2236,4.9987,3.0085,1.1021,0.98207,3.1245,5.1011,7.3712,9.2968,11.441,13.228,15.467,17.641,19.732,21.611,23.717,25.898,28.081,29.996
30.618,28.061,25.657,22.543,21.583,19.69,18.552,15.665,14.528,11.4,8.5461,8.1121,6.2649,2.9078,1.1401,1.1227,2.8724,5.7971,8.102,10.399,11.445,13.767,17.549,17.255,20.835,23.184,24.656,25.822,26.487,32.62
29.446,28.808,26.392,24.592,22.231,19.576,16.803,14.874,12.562,10.634,9.6247,6.5567,4.6671,3.6786,0.59027,0.78308,3.7252,4.1939,6.4241,8.011,12.13,12.49,14.126,18.026,18.867,21.341,22.606,25.713,29.408,25.161
29.885,29.311,27.853,25.468,20.484,19.085,16.013,13.404,13.814,13.683,7.8356,6.9022,3.4585,0.55047,-0.11534,3.0011,1.4612,5.3641,6.9523,11.387,12.024,13.758,14.355,19.324,21.313,20.944,24.681,25.224,29.7,25.617
32.273,26.778,26.834,23.641,21.23,19.132,18.011,14.792,14.774,10.619,9.2476,6.8397,8.0838,3.8776,2.2212,0.27866,1.6007,7.3849,6.6414,10.237,12.253,13.678,17.159,18.407,20.707,21.534,24.202,25.939,27.054,32.856
29.49,27.862,25.5,23.587,21.681,19.671,17.415,16.022,13.211,11.636,9.6937,7.2813,5.1568,2.9464,1.2352,1.2747,2.6969,5.176,6.9239,8.9966,11.203,14.022,15.817,17.672,20.443,21.108,23.766,25.918,28.723,31.058
29.863,29.061,26.293,22.667,21.397,18.943,15.945,14.755,11.829,12.56,8.2132,7.4048,4.4724,1.4296,2.5187,3.8402,2.7685,3.1723,6.2397,9.4716,11.525,14.688,14.565,19.656,18.064,20.785,26.094,27.619,28.211,27.2
29.753,27.68,25.998,23.778,21.583,19.71,17.525,15.62,13.417,11.427,9.4529,7.1752,5.1493,2.9447,1.0997,0.91384,3.0211,5.0401,7.3051,9.4614,11.26,13.596,15.3,17.639,19.688,21.58,23.578,26.045,27.69,30.536
31.367,28.561,25.922,24.99,21.956,19.418,16.848,17.377,14.582,10.601,9.8857,7.3326,4.9395,2.5333,1.3464,0.65558,4.8454,5.3629,8.2533,10.76,12.656,14.365,17.49,15.783,20.857,20.513,23.75,26.88,26.838,29.587
29.847,28.188,26.129,23.702,21.803,19.805,17.796,15.283,13.464,11.53,9.0811,7.2924,4.684,2.6509,1.1223,1.0379,3.0067,4.8049,7.7188,9.3207,11.067,13.209,15.452,18.028,19.584,21.522,22.931,25.881,28.17,30.44
30.095,28.257,25.999,23.738,21.715,19.659,17.516,15.452,13.649,11.112,9.3208,7.3565,5.0662,3.1225,0.90972,1.0833,3.205,4.8305,7.3338,9.2183,11.372,13.272,15.603,17.609,19.584,21.911,23.645,25.792,27.855,29.896
30.504,26.304,25.755,22.503,21.413,19.424,19.018,14.798,11.912,10.501,10.639,7.7074,5.1503,0.8098,2.0025,-3.5288,1.9374,7.3606,6.5789,9.182,9.32,12.986,18.94,17.64,22.689,21.695,28.228,30.768,27.165,31.055
29.864,28.002,25.731,23.812,21.658,19.543,17.64,15.691,13.315,11.541,9.2526,7.1651,5.5183,3.3262,1.0723,0.93543,3.2237,5.41,6.9386,9.1276,11.414,13.51,15.678,17.683,19.826,22.072,23.944,25.77,27.74,29.356
29.074,27.357,25.912,24.272,22.711,19.368,19.234,16.498,13.268,10.96,9.4979,6.5005,4.4691,3.7301,0.053549,3.0105,2.9859,6.26,7.818,9.8266,10.826,14.806,15.345,16.222,20.587,19.444,21.605,22.728,27.029,31.721
30.188,28.54,25.883,25.103,22.111,19.675,17.003,15.223,12.163,11.248,9.1463,6.4867,4.6445,3.9566,0.702,1.3584,3.8506,4.8625,6.0164,8.1365,12.251,12.32,14.11,17.874,18.572,21.773,23.255,25.486,29.361,25.208
30.002,27.899,25.979,23.756,21.729,19.713,17.658,15.355,13.534,11.331,9.3176,7.1581,5.1037,3.1078,1.0274,1.0489,3.1704,5.1266,7.3454,9.4086,11.46,13.358,15.395,17.546,19.581,21.728,23.762,25.914,27.889,29.974
30.009,27.754,26.054,23.789,21.685,19.991,17.456,15.224,13.679,10.96,9.2474,7.2502,4.6025,2.9836,1.0986,1.4467,3.1228,4.8695,7.4835,9.3299,11.699,13.026,15.418,17.319,19.372,21.619,23.742,25.813,28.017,30.35
29.986,27.815,25.908,23.728,21.775,19.72,17.605,15.471,13.433,11.371,9.382,7.2842,5.0757,3.0212,1.0668,0.98075,3.0824,5.1625,7.2993,9.3548,11.351,13.546,15.563,17.61,19.695,21.504,23.714,25.896,28.127,30.165
